"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.g1","Input.q1","Input.r1","Input.g2","Input.q2","Input.r2","Input.g3","Input.q3","Input.r3","Input.g4","Input.q4","Input.r4","Input.g5","Input.q5","Input.r5","Input.g6","Input.q6","Input.r6","Input.g7","Input.q7","Input.r7","Input.g8","Input.q8","Input.r8","Input.g9","Input.q9","Input.r9","Input.g10","Input.q10","Input.r10","Input.g11","Input.q11","Input.r11","Input.g12","Input.q12","Input.r12","Answer.answer1","Answer.answer1.label","Answer.answer10","Answer.answer11","Answer.answer11.label","Answer.answer12","Answer.answer12.label","Answer.answer2","Answer.answer2.label","Answer.answer3","Answer.answer4","Answer.answer5","Answer.answer6","Answer.answer7","Answer.answer8","Answer.answer8.label","Answer.answer9","Approve","Reject"
"3EGKVCRQFWT3LOXBHQ463UEAB39BY0","3VTTFELP3T97YZ58B9HR71G02AWZOP","Help us label the helpfulness of a response to a question","Determine the level of helpfulness of a chatbot response to a question","text, categorization","$0.20","Fri Oct 23 02:32:33 PDT 2020","5","BatchId:4227288;OriginalHitTemplateId:928390909;","3600","259200","Fri Oct 30 02:32:33 PDT 2020","","","31HQ4X3T3SBLOV58ZZ6CNVI0NUOLS8","A32W24TWSWXW","Submitted","Fri Oct 23 02:36:19 PDT 2020","Fri Oct 23 02:43:13 PDT 2020","Mon Oct 26 02:43:13 PDT 2020","","","","414","100% (1/1)","100% (1/1)","100% (1/1)","M","What is inconsistent about Bens season last year?","He's inconsistent with the team.","W","How long ago did you two start dating?","We started dating a year and a half ago.","M","When I go back, should I deload by 10% and go back up - so basically 32.5kg, 42.5kg, 70kg, and 80kg, or try again from the numbers above?","Why not try again from the numbers above?","M","What MR are you right now?","I'm MR4.","W","What the fuck was wrong with me?","You were a child, and your parents were a child.","W","When you did dietary restrictions how long did you do them?","I'm doing them now. I did them for a few months. I think they were around 4 weeks.","M","What are you, in high school?","I wish I was in high school","W","How do you both divide up middle of the night feedings and changing?","My mom is a nurse and my dad is a nurse.","W","What bank on earth doesnt show all transactions?","I've never seen it.","W","Who are you to tell me that I have a problem?","You're not a real man.","M","Whats so special about the time between the formation lap and the start?","It's a lap of the track, and the time is between the formation lap and the start lap.","M","What are you referring to exactly?","I think he means the''...''...''.............?","Response provides no information to the question at all","","Response provides no information to the question at all","Response satisfactorily answers the question","","","Response provides some information to the question","Response satisfactorily answers the question","","Response provides some information to the question","Response satisfactorily answers the question","Response does not make sense","Response provides some information to the question","Response provides some information to the question","Response provides no information to the question at all","","Response satisfactorily answers the question"
"3EGKVCRQFWT3LOXBHQ463UEAB39BY0","3VTTFELP3T97YZ58B9HR71G02AWZOP","Help us label the helpfulness of a response to a question","Determine the level of helpfulness of a chatbot response to a question","text, categorization","$0.20","Fri Oct 23 02:32:33 PDT 2020","5","BatchId:4227288;OriginalHitTemplateId:928390909;","3600","259200","Fri Oct 30 02:32:33 PDT 2020","","","3JBT3HLQF838GS6KMJTR05ONFJPZPP","A2ARIPM4X6WZAK","Submitted","Fri Oct 23 02:41:29 PDT 2020","Fri Oct 23 03:07:47 PDT 2020","Mon Oct 26 03:07:47 PDT 2020","","","","1578","0% (0/0)","0% (0/0)","0% (0/0)","M","What is inconsistent about Bens season last year?","He's inconsistent with the team.","W","How long ago did you two start dating?","We started dating a year and a half ago.","M","When I go back, should I deload by 10% and go back up - so basically 32.5kg, 42.5kg, 70kg, and 80kg, or try again from the numbers above?","Why not try again from the numbers above?","M","What MR are you right now?","I'm MR4.","W","What the fuck was wrong with me?","You were a child, and your parents were a child.","W","When you did dietary restrictions how long did you do them?","I'm doing them now. I did them for a few months. I think they were around 4 weeks.","M","What are you, in high school?","I wish I was in high school","W","How do you both divide up middle of the night feedings and changing?","My mom is a nurse and my dad is a nurse.","W","What bank on earth doesnt show all transactions?","I've never seen it.","W","Who are you to tell me that I have a problem?","You're not a real man.","M","Whats so special about the time between the formation lap and the start?","It's a lap of the track, and the time is between the formation lap and the start lap.","M","What are you referring to exactly?","I think he means the''...''...''.............?","Response satisfactorily answers the question","","Response does not make sense","Response satisfactorily answers the question","","","Response does not make sense","Response satisfactorily answers the question","","Response satisfactorily answers the question","Response satisfactorily answers the question","Response provides no information to the question at all","Response satisfactorily answers the question","Response satisfactorily answers the question","Response provides no information to the question at all","","Response satisfactorily answers the question"
"3EGKVCRQFWT3LOXBHQ463UEAB39BY0","3VTTFELP3T97YZ58B9HR71G02AWZOP","Help us label the helpfulness of a response to a question","Determine the level of helpfulness of a chatbot response to a question","text, categorization","$0.20","Fri Oct 23 02:32:33 PDT 2020","5","BatchId:4227288;OriginalHitTemplateId:928390909;","3600","259200","Fri Oct 30 02:32:33 PDT 2020","","","3MB8LZR5BFUN0CS0UQXAW9RQ60BLKR","AFIK3VBMMX6G6","Submitted","Fri Oct 23 02:34:06 PDT 2020","Fri Oct 23 02:56:18 PDT 2020","Mon Oct 26 02:56:18 PDT 2020","","","","1332","0% (0/0)","0% (0/0)","0% (0/0)","M","What is inconsistent about Bens season last year?","He's inconsistent with the team.","W","How long ago did you two start dating?","We started dating a year and a half ago.","M","When I go back, should I deload by 10% and go back up - so basically 32.5kg, 42.5kg, 70kg, and 80kg, or try again from the numbers above?","Why not try again from the numbers above?","M","What MR are you right now?","I'm MR4.","W","What the fuck was wrong with me?","You were a child, and your parents were a child.","W","When you did dietary restrictions how long did you do them?","I'm doing them now. I did them for a few months. I think they were around 4 weeks.","M","What are you, in high school?","I wish I was in high school","W","How do you both divide up middle of the night feedings and changing?","My mom is a nurse and my dad is a nurse.","W","What bank on earth doesnt show all transactions?","I've never seen it.","W","Who are you to tell me that I have a problem?","You're not a real man.","M","Whats so special about the time between the formation lap and the start?","It's a lap of the track, and the time is between the formation lap and the start lap.","M","What are you referring to exactly?","I think he means the''...''...''.............?","Response does not make sense","","Response provides no information to the question at all","Response provides some information to the question","","","Response provides no information to the question at all","Response satisfactorily answers the question","","Response satisfactorily answers the question","Response satisfactorily answers the question","Response does not make sense","Response does not make sense","Response provides some information to the question","Response provides some information to the question","","Response provides no information to the question at all"
"3EGKVCRQFWT3LOXBHQ463UEAB39BY0","3VTTFELP3T97YZ58B9HR71G02AWZOP","Help us label the helpfulness of a response to a question","Determine the level of helpfulness of a chatbot response to a question","text, categorization","$0.20","Fri Oct 23 02:32:33 PDT 2020","5","BatchId:4227288;OriginalHitTemplateId:928390909;","3600","259200","Fri Oct 30 02:32:33 PDT 2020","","","3SITXWYCNVAH735V2WN5803NQFCXB5","A12JKMVUW5HNKO","Submitted","Fri Oct 23 02:43:57 PDT 2020","Fri Oct 23 02:45:47 PDT 2020","Mon Oct 26 02:45:47 PDT 2020","","","","110","0% (0/0)","0% (0/0)","0% (0/0)","M","What is inconsistent about Bens season last year?","He's inconsistent with the team.","W","How long ago did you two start dating?","We started dating a year and a half ago.","M","When I go back, should I deload by 10% and go back up - so basically 32.5kg, 42.5kg, 70kg, and 80kg, or try again from the numbers above?","Why not try again from the numbers above?","M","What MR are you right now?","I'm MR4.","W","What the fuck was wrong with me?","You were a child, and your parents were a child.","W","When you did dietary restrictions how long did you do them?","I'm doing them now. I did them for a few months. I think they were around 4 weeks.","M","What are you, in high school?","I wish I was in high school","W","How do you both divide up middle of the night feedings and changing?","My mom is a nurse and my dad is a nurse.","W","What bank on earth doesnt show all transactions?","I've never seen it.","W","Who are you to tell me that I have a problem?","You're not a real man.","M","Whats so special about the time between the formation lap and the start?","It's a lap of the track, and the time is between the formation lap and the start lap.","M","What are you referring to exactly?","I think he means the''...''...''.............?","Response provides some information to the question","","Response does not make sense","Response satisfactorily answers the question","","","Response provides no information to the question at all","Response satisfactorily answers the question","","Response provides no information to the question at all","Response provides some information to the question","Response does not make sense","Response satisfactorily answers the question","Response provides some information to the question","Response provides some information to the question","","Response does not make sense"
"3EGKVCRQFWT3LOXBHQ463UEAB39BY0","3VTTFELP3T97YZ58B9HR71G02AWZOP","Help us label the helpfulness of a response to a question","Determine the level of helpfulness of a chatbot response to a question","text, categorization","$0.20","Fri Oct 23 02:32:33 PDT 2020","5","BatchId:4227288;OriginalHitTemplateId:928390909;","3600","259200","Fri Oct 30 02:32:33 PDT 2020","","","3TAYZSBPLL9FN9J0PTO78ZJRHUZS2S","A1ET2J1PIP0RGO","Submitted","Fri Oct 23 03:34:17 PDT 2020","Fri Oct 23 03:37:38 PDT 2020","Mon Oct 26 03:37:38 PDT 2020","","","","201","100% (6/6)","100% (6/6)","100% (6/6)","M","What is inconsistent about Bens season last year?","He's inconsistent with the team.","W","How long ago did you two start dating?","We started dating a year and a half ago.","M","When I go back, should I deload by 10% and go back up - so basically 32.5kg, 42.5kg, 70kg, and 80kg, or try again from the numbers above?","Why not try again from the numbers above?","M","What MR are you right now?","I'm MR4.","W","What the fuck was wrong with me?","You were a child, and your parents were a child.","W","When you did dietary restrictions how long did you do them?","I'm doing them now. I did them for a few months. I think they were around 4 weeks.","M","What are you, in high school?","I wish I was in high school","W","How do you both divide up middle of the night feedings and changing?","My mom is a nurse and my dad is a nurse.","W","What bank on earth doesnt show all transactions?","I've never seen it.","W","Who are you to tell me that I have a problem?","You're not a real man.","M","Whats so special about the time between the formation lap and the start?","It's a lap of the track, and the time is between the formation lap and the start lap.","M","What are you referring to exactly?","I think he means the''...''...''.............?","Response satisfactorily answers the question","","Response provides no information to the question at all","Response satisfactorily answers the question","","","Response provides no information to the question at all","Response satisfactorily answers the question","","Response provides no information to the question at all","Response satisfactorily answers the question","Response provides some information to the question","Response satisfactorily answers the question","Response provides no information to the question at all","Response provides some information to the question","","Response provides no information to the question at all"
"37Y5RYYI0P6D25O3NG4ZA5H1DL0XSG","3VTTFELP3T97YZ58B9HR71G02AWZOP","Help us label the helpfulness of a response to a question","Determine the level of helpfulness of a chatbot response to a question","text, categorization","$0.20","Fri Oct 23 02:32:33 PDT 2020","5","BatchId:4227288;OriginalHitTemplateId:928390909;","3600","259200","Fri Oct 30 02:32:33 PDT 2020","","","30MVJZJNHMEXOQL9N8U8QL0IRHUJ9T","A32W24TWSWXW","Submitted","Fri Oct 23 02:36:33 PDT 2020","Fri Oct 23 02:58:49 PDT 2020","Mon Oct 26 02:58:49 PDT 2020","","","","1336","100% (1/1)","100% (1/1)","100% (1/1)","M","How much is a Nexus 7 or 10 again?","Around 250 300. I've had my N7 for over a year now and it still works.","M","Who were the two all-stars LeBron was playing with in 2007?","I think it was the Lakers.","M","What is so fucking hard to understand about the enemy of my enemy is my friend?","I'm not your friend, buddy.","M","Whats the value added to the team if its loaded with studs and you go 15-1?","The team gets a bonus 1 to the team strength.","W","What if I told you something like the Avengers or Interstellar or Gravity were actually 3D animated movies, with humans composited in?","That could be a good idea. Maybe even just a 3D animated film with a human or two.","M","How often has Houston had a stacked team?","The last two years.","M","Whens the last time that happened to a cyclist?","When was the last time a cyclist got run over?","M","What types of contracts require licenses prior to entry, again?","This is my first year doing it, so I haven't heard that yet.","W","What was your relationship like before the drinking?","Not too much, but I was with a friend who was an alcoholic for a bit.","M","What does that even have to do with anything?","I think he's making a joke about the fact that this is a thing.","M","How do you have energy to do four chest/tri exercises in a row?","I think you can do it by using a barbell.","W","What should we as a society do with parents like mine?","I dunno. Ask your mother.","Response satisfactorily answers the question","","Response satisfactorily answers the question","Response provides no information to the question at all","","","Response provides no information to the question at all","Response provides no information to the question at all","","Response provides no information to the question at all","Response provides some information to the question","Response satisfactorily answers the question","Response satisfactorily answers the question","Response provides no information to the question at all","Response satisfactorily answers the question","","Response satisfactorily answers the question"
"37Y5RYYI0P6D25O3NG4ZA5H1DL0XSG","3VTTFELP3T97YZ58B9HR71G02AWZOP","Help us label the helpfulness of a response to a question","Determine the level of helpfulness of a chatbot response to a question","text, categorization","$0.20","Fri Oct 23 02:32:33 PDT 2020","5","BatchId:4227288;OriginalHitTemplateId:928390909;","3600","259200","Fri Oct 30 02:32:33 PDT 2020","","","3K4J6M3CXEU1275D78N5P3JM57VGA1","AFIK3VBMMX6G6","Submitted","Fri Oct 23 02:34:09 PDT 2020","Fri Oct 23 02:59:22 PDT 2020","Mon Oct 26 02:59:22 PDT 2020","","","","1513","0% (0/0)","0% (0/0)","0% (0/0)","M","How much is a Nexus 7 or 10 again?","Around 250 300. I've had my N7 for over a year now and it still works.","M","Who were the two all-stars LeBron was playing with in 2007?","I think it was the Lakers.","M","What is so fucking hard to understand about the enemy of my enemy is my friend?","I'm not your friend, buddy.","M","Whats the value added to the team if its loaded with studs and you go 15-1?","The team gets a bonus 1 to the team strength.","W","What if I told you something like the Avengers or Interstellar or Gravity were actually 3D animated movies, with humans composited in?","That could be a good idea. Maybe even just a 3D animated film with a human or two.","M","How often has Houston had a stacked team?","The last two years.","M","Whens the last time that happened to a cyclist?","When was the last time a cyclist got run over?","M","What types of contracts require licenses prior to entry, again?","This is my first year doing it, so I haven't heard that yet.","W","What was your relationship like before the drinking?","Not too much, but I was with a friend who was an alcoholic for a bit.","M","What does that even have to do with anything?","I think he's making a joke about the fact that this is a thing.","M","How do you have energy to do four chest/tri exercises in a row?","I think you can do it by using a barbell.","W","What should we as a society do with parents like mine?","I dunno. Ask your mother.","Response satisfactorily answers the question","","Response provides some information to the question","Response does not make sense","","","Response provides some information to the question","Response provides no information to the question at all","","Response provides some information to the question","Response does not make sense","Response does not make sense","Response satisfactorily answers the question","Response provides some information to the question","Response provides no information to the question at all","","Response does not make sense"
"37Y5RYYI0P6D25O3NG4ZA5H1DL0XSG","3VTTFELP3T97YZ58B9HR71G02AWZOP","Help us label the helpfulness of a response to a question","Determine the level of helpfulness of a chatbot response to a question","text, categorization","$0.20","Fri Oct 23 02:32:33 PDT 2020","5","BatchId:4227288;OriginalHitTemplateId:928390909;","3600","259200","Fri Oct 30 02:32:33 PDT 2020","","","3MHW492WW0ELM54XT6CWYVHWM38MVG","A12JKMVUW5HNKO","Submitted","Fri Oct 23 02:41:57 PDT 2020","Fri Oct 23 02:43:57 PDT 2020","Mon Oct 26 02:43:57 PDT 2020","","","","120","0% (0/0)","0% (0/0)","0% (0/0)","M","How much is a Nexus 7 or 10 again?","Around 250 300. I've had my N7 for over a year now and it still works.","M","Who were the two all-stars LeBron was playing with in 2007?","I think it was the Lakers.","M","What is so fucking hard to understand about the enemy of my enemy is my friend?","I'm not your friend, buddy.","M","Whats the value added to the team if its loaded with studs and you go 15-1?","The team gets a bonus 1 to the team strength.","W","What if I told you something like the Avengers or Interstellar or Gravity were actually 3D animated movies, with humans composited in?","That could be a good idea. Maybe even just a 3D animated film with a human or two.","M","How often has Houston had a stacked team?","The last two years.","M","Whens the last time that happened to a cyclist?","When was the last time a cyclist got run over?","M","What types of contracts require licenses prior to entry, again?","This is my first year doing it, so I haven't heard that yet.","W","What was your relationship like before the drinking?","Not too much, but I was with a friend who was an alcoholic for a bit.","M","What does that even have to do with anything?","I think he's making a joke about the fact that this is a thing.","M","How do you have energy to do four chest/tri exercises in a row?","I think you can do it by using a barbell.","W","What should we as a society do with parents like mine?","I dunno. Ask your mother.","Response satisfactorily answers the question","","Response satisfactorily answers the question","Response provides some information to the question","","","Response provides some information to the question","Response provides some information to the question","","Response provides some information to the question","Response satisfactorily answers the question","Response provides some information to the question","Response provides some information to the question","Response provides no information to the question at all","Response satisfactorily answers the question","","Response satisfactorily answers the question"
"37Y5RYYI0P6D25O3NG4ZA5H1DL0XSG","3VTTFELP3T97YZ58B9HR71G02AWZOP","Help us label the helpfulness of a response to a question","Determine the level of helpfulness of a chatbot response to a question","text, categorization","$0.20","Fri Oct 23 02:32:33 PDT 2020","5","BatchId:4227288;OriginalHitTemplateId:928390909;","3600","259200","Fri Oct 30 02:32:33 PDT 2020","","","3MX2NQ3YC9VFINOM1MWS5E3VGJQX54","A2ARIPM4X6WZAK","Submitted","Fri Oct 23 02:41:31 PDT 2020","Fri Oct 23 03:12:37 PDT 2020","Mon Oct 26 03:12:37 PDT 2020","","","","1866","0% (0/0)","0% (0/0)","0% (0/0)","M","How much is a Nexus 7 or 10 again?","Around 250 300. I've had my N7 for over a year now and it still works.","M","Who were the two all-stars LeBron was playing with in 2007?","I think it was the Lakers.","M","What is so fucking hard to understand about the enemy of my enemy is my friend?","I'm not your friend, buddy.","M","Whats the value added to the team if its loaded with studs and you go 15-1?","The team gets a bonus 1 to the team strength.","W","What if I told you something like the Avengers or Interstellar or Gravity were actually 3D animated movies, with humans composited in?","That could be a good idea. Maybe even just a 3D animated film with a human or two.","M","How often has Houston had a stacked team?","The last two years.","M","Whens the last time that happened to a cyclist?","When was the last time a cyclist got run over?","M","What types of contracts require licenses prior to entry, again?","This is my first year doing it, so I haven't heard that yet.","W","What was your relationship like before the drinking?","Not too much, but I was with a friend who was an alcoholic for a bit.","M","What does that even have to do with anything?","I think he's making a joke about the fact that this is a thing.","M","How do you have energy to do four chest/tri exercises in a row?","I think you can do it by using a barbell.","W","What should we as a society do with parents like mine?","I dunno. Ask your mother.","Response satisfactorily answers the question","","Response satisfactorily answers the question","Response satisfactorily answers the question","","","Response satisfactorily answers the question","Response satisfactorily answers the question","","Response satisfactorily answers the question","Response satisfactorily answers the question","Response satisfactorily answers the question","Response satisfactorily answers the question","Response does not make sense","Response does not make sense","","Response provides no information to the question at all"
"37Y5RYYI0P6D25O3NG4ZA5H1DL0XSG","3VTTFELP3T97YZ58B9HR71G02AWZOP","Help us label the helpfulness of a response to a question","Determine the level of helpfulness of a chatbot response to a question","text, categorization","$0.20","Fri Oct 23 02:32:33 PDT 2020","5","BatchId:4227288;OriginalHitTemplateId:928390909;","3600","259200","Fri Oct 30 02:32:33 PDT 2020","","","3SNVL38CI4TUX8YUHD4BTQ13CRZKCC","A1ET2J1PIP0RGO","Submitted","Fri Oct 23 03:34:29 PDT 2020","Fri Oct 23 04:30:11 PDT 2020","Mon Oct 26 04:30:11 PDT 2020","","","","3342","100% (6/6)","100% (6/6)","100% (6/6)","M","How much is a Nexus 7 or 10 again?","Around 250 300. I've had my N7 for over a year now and it still works.","M","Who were the two all-stars LeBron was playing with in 2007?","I think it was the Lakers.","M","What is so fucking hard to understand about the enemy of my enemy is my friend?","I'm not your friend, buddy.","M","Whats the value added to the team if its loaded with studs and you go 15-1?","The team gets a bonus 1 to the team strength.","W","What if I told you something like the Avengers or Interstellar or Gravity were actually 3D animated movies, with humans composited in?","That could be a good idea. Maybe even just a 3D animated film with a human or two.","M","How often has Houston had a stacked team?","The last two years.","M","Whens the last time that happened to a cyclist?","When was the last time a cyclist got run over?","M","What types of contracts require licenses prior to entry, again?","This is my first year doing it, so I haven't heard that yet.","W","What was your relationship like before the drinking?","Not too much, but I was with a friend who was an alcoholic for a bit.","M","What does that even have to do with anything?","I think he's making a joke about the fact that this is a thing.","M","How do you have energy to do four chest/tri exercises in a row?","I think you can do it by using a barbell.","W","What should we as a society do with parents like mine?","I dunno. Ask your mother.","Response satisfactorily answers the question","","Response satisfactorily answers the question","Response satisfactorily answers the question","","","Response satisfactorily answers the question","Response satisfactorily answers the question","","Response provides no information to the question at all","Response provides some information to the question","Response satisfactorily answers the question","Response satisfactorily answers the question","Response provides no information to the question at all","Response satisfactorily answers the question","","Response satisfactorily answers the question"
